site,estimate,agegroup,stage,sex,race,tt,PE,lci,uci,n_black
Breast,Model fit,75+,Localised,Female,Black,1.200000047683716,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.25,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.299999952316284,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.350000023841858,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.399999976158142,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.450000047683716,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.5,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.549999952316284,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.600000023841858,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.649999976158142,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.700000047683716,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.75,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.799999952316284,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.850000023841858,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.899999976158142,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.950000047683716,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.0,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.049999952316284,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.099999904632568,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.150000095367432,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.200000047683716,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.25,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.299999952316284,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.349999904632568,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.400000095367432,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.450000047683716,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.5,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.549999952316284,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.599999904632568,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.650000095367432,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,2.700000047683716,1.0,1.0,1.0,
